document_id,clean_text,sentiment
350,nisei femal born june tacoma washington grew tacoma famili ran hotel wa studi nurs,neutral
351,nisei male born juli bainbridg island washington age japan bomb pearl harbor remov famili manzanar concentr camp,neutral
352,nisei femal born januari lo angel california grew sawtel area lo angel dure world war ii remov,neutral
353,nisei femal born juli honolulu hawaii grew commun aala vibrant neighborhood japanes american busi famili,positive
354,sansei male born februari san francisco california grew san francisco attend uc berkeley went law school santa,neutral
355,nisei femal born may yakima valley washington spent childhood wapato washington follow bomb pearl harbor remov,negative
356,nisei femal born septemb la jara colorado spent childhood alamosa colorado famili oper success produc farm marri,positive
357,nisei male born decemb fort lupton colorado famili oper dairi farm receiv undergradu degre colorado am colorado state univers,neutral
358,nisei femal born august fort lupton colorado rais fort lupton famili oper produc farm attend colorado colleg educ,neutral
359,nisei male born januari oakland california mr korematsu work welder san francisco japan bomb pearl harbor,neutral
360,white femal born march greenvil south carolina attend winthrop colleg south carolina move detroit marri fred korematsu,neutral
361,shinissei femal born juli sasebo japan wa child okayama world war ii after war immigr unit,neutral
362,nisei male born septemb waikiki hawaii attend mckinley high school student bodi presid prior bomb,positive
363,kibei male born june greeley colorado rais denver colorado age five sent japan school,neutral
364,nisei male born august mountain view california grew santa clara valley california work famili lea strawberri farm,neutral
365,nisei male born april seattl washington move seattl bainbridg island washington age five dure world war ii remov,neutral
366,nisei male born june ferri counti washington sent japan age five follow father death return spokan washington,neutral
367,nisei femal born januari lo angel california grew lo feliz california famili ran flower grow busi dure world,neutral
368,nisei femal born june seattl washington grew seattl parent ran board hous dure world war ii remov,neutral
369,male ukrainian descent born octob edmonton alberta canada attend western washington univers bellingham washington earn phd,neutral
370,nisei femal born june santa clara counti california rais santa clara met marri issei guntaro kubota one,neutral
371,nisei male may pasadena california grew el centro california father truck farmer dure world war ii remov,neutral
372,nisei male born march hilo hawaii wa lieuten nd regiment combat team instrument clear courtmarti convict shiro,positive
373,born honolulu hawaii dure redress movement depart justic offic redress administr os establish identifi administ repar payment,neutral
374,sansei femal born septemb canet peru grew peru parent ran success store dure world war ii father,positive
375,sansei male born januari lo angel california while young remov famili santa anita assembl center california,neutral
376,sansei femal born august seattl washington dure world war ii famili remov puyallup assembl center washington minidoka concentr,negative
377,nisei male born octob california marri prior mass remov sent manzanar concentr camp california transfer,neutral
378,nisei femal born march incarcer heart mountain concentr camp wyom world war ii wa staff camp newspap,neutral
379,nisei male born august seattl washington grew seattl parent own seri hotel graduat univers,positive
380,sansei femal born februari honolulu hawaii grew honolulu father work insur agent mother teacher,neutral
381,nisei male born juli glendal california grew glendal parent farm after bomb pearl harbor remov,neutral
382,nisei male born may hershey nebraska admit armi air corp flew thirti mission europ b,neutral
383,wife ben kuroki acclaim first nisei war hero flew mission world war ii u armi air,positive
384,nisei male april sierra madr california wa pursu degre art pasadena junior colleg time mass remov,neutral
385,nisei femal born februari seattl washington dure world war ii incarcer puyallup assembl center washington minidoka concentr camp idaho,negative
386,elain kim led panel interview ruthann paul mika kuros the convers also touch upon reflect aki kuros seattl teacher peac,neutral
387,elain kim led panel interview ruthann paul mika kuros the convers also touch upon reflect aki kuros seattl teacher peac,neutral
388,issei femal born march fukui prefectur japan graduat jinai girl school after grandfath death came seattl washington,neutral
389,nisei male born decemb richfield utah grew primarili ogden utah attend univers utah uc berkeley,neutral
390,nisei male born februari florin california grew florin famili oper farm dure world war ii remov,neutral
391,nisei male born februari fresno california grew fresno parent ran sever retail store dure world war ii remov,neutral
392,nisei femal born may covina california at young age suffer accid hit car,positive
393,nisei femal born april seattl washington grew seattl parent ran hotel went live japan sever,positive
394,in session elain kim led panel elain reiko akagi friend ann fujii lindwal arlen oki karen yoshitomi bill tashima,neutral
395,nisei femal born april lo angel california dure world war ii sent mother manzanar concentr camp california left camp,neutral
396,white male born februari hast nebraska becam teacher recruit teach honolulu hawaii join hawaii nation guard,neutral
397,in session ana tanaka led panel kip tokuda friend janic deguchi akemi matsumoto rep sharon tomiko santo barbara lui bill tashima,neutral
398,white male born lo angel california dure redress movement serv special counsel commiss wartim reloc intern,positive
399,sansei femal born februari caldwel idaho dure world war ii parent incarcer tule lake concentr camp california after leav,neutral
400,nisei male born juli santa monica california grew santa monica area parent ran nurseri busi dure world,neutral
401,nisei male born novemb seattl washington grew seattl prior world war ii dure war remov puyallup,neutral
402,nisei male born juli chatsworth california grew san fernando valley california parent ran farm dure world war,neutral
403,nisei femal born novemb dee oregon grew dee parent farm finish colleg bomb pearl,neutral
404,sansei femal born februari milwauke wisconsin parent resettl leav minidoka concentr camp idaho world war ii move,neutral
405,white male born august mountain home idaho an enterpris child took job sell newspap age nine high school age,positive
406,nisei femal born octob rais seattl washington dure interview discus memori grow seattl japantown,neutral
407,white femal born march bloomfield new jersey attend michigan state colleg stanford univers graduat cours becom high school,positive
408,sansei male born decemb fresno california father born hawaii mother born japan grew fresno parent,neutral
409,nisei male born june termin island california grew termin island father fisherman live japan,positive
410,nisei male born march kent washington dure world war ii incarcer pinedal assembl center california tule lake concentr,negative
411,nisei male born may brawley california grew brawley parent ran farm dure world war ii remov,neutral
412,nisei male born august lo angel california grew glendal area father ran garden busi wa colleg,neutral
413,nisei femal born januari california grew salina california dure world war ii incarcer salina assembl center california,negative
414,nisei male born april fresno california grew caruth california parent lea vineyard dure world war ii sent,neutral
415,sansei femal born may boyl height neighborhood lo angel california grew boyl height attend maryknol cathol school,neutral
416,nisei femal born juli lo angel california grew lo angel father ran produc busi dure world war ii,neutral
417,sansei femal born may alameda california dure world war ii infant sent famili jerom concentr camp,neutral
418,nisei male born septemb fresno california grew fresno chinatown citi chine japanes commun concentr dure,neutral
419,nisei femal born novemb honolulu hawaii grew aala neighborhood honolulu war parent oper hat,neutral
420,nisei male born june san francisco california grew lo angel area when world war ii broke charli stay,neutral
421,nisei femal born januari albuquerqu new mexico when world war ii broke famili live california to avoid,positive
422,nisei male born june hood river oregon grew hood river parent ran farm at age thirteen,neutral
423,nisei femal grew bainbridg island washington famili ran farm dure world war ii remov manzanar concentr camp california eventu,neutral
424,nisei male born march lo angel california spent prewar childhood long beach california attend grade school junior high,positive
425,nisei femal born novemb san francisco california a young woman entir famili visit japan ten month acquir,positive
426,kibei male born januari hood river oregon live seattl washington taken japan mother age,positive
427,alison fujimoto dr kyle kinoshita interview akemi matsumoto akemi matsumoto first join seattl jacl fresh sansei student activist thii,positive
428,nisei male born juli san francisco california at young age famili move ocean park california father ran concess,positive
429,nisei femal born portland oregon grew portland parent ran hotel busi dure world war ii remov portland,neutral
430,nisei male born may laguna california live japan childhood teenag year return unit state high,positive
431,nisei male born juli san diego california grew san diego attend univers california berkeley,neutral
432,nisei male born april island molokai hawaii volunt militari servic bomb pearl harbor serv,neutral
433,nisei male born octob kukuiula kauaii hawaii dure world war ii serv origin member th infantri battalion later,neutral
434,nisei male born decemb walnut grove california grew walnut grove father own oper shoe sale repair,positive
435,nisei male born juli lo angel califonia grew lo angel littl tokyo neighborhood prior world war ii after,neutral
436,nisei femal born april moneta california grew work famili strawberri farm attend japanes languag school learn japanes danc,neutral
437,kibei male born august sprecklesvil maui hawaii taken japan rais grandpar return unit state,neutral
438,nisei male born septemb walnut grove california grew walnut grove father own oper shoe sale repair,positive
439,nisei male born januari portland oregon grew portland parent ran gener merchandis store dure world war ii remov,neutral
440,nisei male born may fowler california grew fowler eventu run famili farm prior world war ii after bomb,neutral
441,nisei femal grew lo angel california world war ii dure war remov santa anita assembl center california,negative
442,nisei male born februari bellevu washington dure world war ii incarcer pinedal assembl center california tule lake concentr camp,negative
443,white male command historian defens languag institut,neutral
444,nisei femal born april malden washington grew seattl washington remov famili puyallup assembl center washington,negative
445,nisei femal born septemb spokan washington father work redcap great northern railroad parent also ran hotel,positive
446,nisei male born februari san francisco california grew san francisco japantown father edit bilingu newspap after bomb,neutral
447,nisei male born may kahului maui hawaii grew kahului parent ran hotel wa attend univers hawaii,neutral
448,sansei femal born may lo angel california grew boyl height area lo angel dure world war ii remov,neutral
449,born decemb pittsburgh pennsylvania born father japan mother austriahungari region grew pennsylvania world,neutral
450,sansei male born lo angel california octob grew gardena california receiv ba polit scienc univers,neutral
451,nisei male born juli park citi utah famili move sever time prior world war ii live termin island,positive
452,nisei male born watsonvil california march grew watsonvil remov salina assembl center california poston,negative
453,nisei femal born april waipahu hawaii just world war ii move famili ewa beach area oahu near,positive
454,nisei male born novemb san jose california dure world war ii remov heart mountain concentr camp wyom graduat univers,neutral
455,sansei femal born februari stockton california a infant incarcer famili rohwer arkansa concentr camp,neutral
456,nisei femal born januari mesa arizona grew arizona famili ran produc farm attend colleg marri husband,neutral
457,nisei male born june honolulu hawaii grew honolulu father ran taxi busi wa serv hawaii territori,neutral
458,issei femal born octob fukuda japan grew japan immigr u marri settl portland,neutral
459,nisei male born decemb scottsbluff nebraska famili oper groceri store prior world war ii move stockton california due father,negative
460,sansei femal born septemb sacramento california spent childhood sacramento mother stepfath work strawberri field sent live,positive
461,nisei femal born novemb venic california marri venic prior world war ii child day,neutral
462,nisei femal born juli seattl washington spent prewar childhood seattl nihonmachi rais matern grandmoth marri henri miyak issei,negative
463,japanes femal born feburari hiroshima japan descend survivor atom bomb father kamikaz pilot world,neutral
464,nisei male born novemb termin island california grew termin island father part larg japanes american fish,neutral
465,nisei male born juli seattl washington wrote social solidar among japanes seattl master thesi publish,positive
466,nisei male born march pauuilo hawaii join armi decemb assign th infantri battalion transfer,neutral
467,nisei male born novemb lo angel california grew lo angel father renown photograph toyo miyatak establish photo studio,neutral
468,nisei male born april seattl washington incarcer puyallup assembl center minidoka concentr camp idaho had key childhood experi,negative
469,nisei femal born may grew culver citi california parent ran nurseri busi dure world war ii remov,neutral
470,nisei femal born may hillsboro oregon parent ran farm dure world war ii remov portland assembl center oregon,negative
471,nisei male born decemb star lake washington grew renton area later fife washington immigr father began threegener,neutral
472,nisei femal born portland oregon grew portland parent ran laundri busi manag apart hous after bomb,neutral
473,nisei male born octob seattl washington grew seattl parent own hotel intern district in interview discus,positive
474,nisei femal born octob seattl washington move lo angel california famili around age six had graduat high school,positive
475,in interview brent seto led panel tatsuo nakata friend akemi matsumoto emili momohara joy shigaki arlen oki bill tashima,positive
476,femal japanes mexican ancestri born el paso texa father issei japan mother mexico mari grew,neutral
477,nisei male born juli wilmington california grew san pedro california parent oper farm after bomb pearl,neutral
478,nisei male born februari tokyo japan move parent hawaii young age grew honolulu famili,positive
479,nisei femal born novemb long beach california grew gardena area lo angel dure world war ii remov,negative
480,sansei male born novemb san francisco california dure world war ii remov merc assembl center california amach concentr,negative
481,nitengosei niseisansei male born april tacoma washington dure world war ii incarcer famili tule lake concentr camp,neutral
482,nisei male born septemb tacoma washington spent childhood fife washington follow bomb pearl harbor remov puyallup,negative
483,nisei femal born novemb walnut grove california patern grandpar immigr unit state father grew madera california,neutral
484,nisei male born lo angel california grew lo angel area dure world war ii remov manzanar concentr camp,neutral
485,nisei male born april grew bainbridg island washington famili ran strawberri farm dure world war ii remov,neutral
486,nisei male born octob bainbridg island washington after bomb pearl harbor remov manzanar concentr camp california left camp,neutral
487,nisei male born april heeia hawaii grew villag call fish camp father fisherman wit japan bomb,neutral
488,sansei femal born philadelphia pennsylvania grew philadelphia attend quaker school move lo angel attend colleg travel,neutral
489,kibei nisei male born octob stockton california a young child sent japan live grandpar attend school return,positive
490,nisei male born octob lo angel california dure world war ii mother father receiv special dispens delay go,positive
491,nisei femal born august seattl washington incarcer puyallup assembl center washington minidoka concentr camp idaho resettl seattl washington,negative
492,nisei male born guadalup california dure world war ii remov tular assembl center california gila river concentr camp arizona,negative
493,sansei femal born june portland oregon father promin pharmacist a infant remov famili heart mountain,neutral
494,nisei femal born octob seattl washington incarcer puyallup assembl center washington minidoka concentr camp idaho resettl seattl washington,negative
495,sansei femal born march san francisco california parent kibei seattl washington bakersfield california grew san francisco,neutral
496,nisei male born june nemah washington hi famili own oper eagl oyster pack compani nahcotta washington incarcer tule,positive
497,sansei male born januari florin california grew sacramento california father ran farm after bomb pearl harbor,neutral
498,nisei male born januari lo angel california prior world war ii father commun leader help establish,neutral
499,nisei male born may portland oregon grew portland area parent ran farm dure world war ii remov,neutral
500,sansei male born januari tsuyama okayama japan move u famili age nine grew lo angel,neutral
501,issei femal born nagano japan marri mr kazuyoshi murayama issei return japan temporarili arrang marriag immigr,neutral
502,sansei femal born juli bore oregon small town outsid portland graduat vassar colleg earn law degre,negative
503,nisei male born june selleck washington grew selleck lumber commun move famili santa monica california dure,neutral
504,nisei femal born octob san diego california grew lo feliz california famili ran success flower shop dure world,positive
505,sansei male born june lo angel california grew littl tokyo boyl height area dure world war ii,neutral
506,born august lima peru parent ran laundri busi father promin commun leader dure world war ii fbi,neutral
507,born may callao peru spent earli childhood peru parent ran laundri busi father promin commun leader,negative
508,born juli callao peru befor world war ii parent ran laundri busi father promin commun leader when kazumu,neutral
509,sansei male born octob santa monica california rais berkeley california father work salesman remov tanforan assembl center,negative
510,sansei male born august chicago illinoi spent earli life chicago famili move lo angel california father work,negative
511,nisei male born april san diego california grew termin island california father fisherman dure world war ii,neutral
512,nisei femal born novemb montebello california grew montebello father ran wholesal nurseri busi dure world war ii remov,neutral
513,nisei male born decemb portland oregon grew portland father ran store after bomb pearl harbor famili,neutral
514,nisei femal born august petaluma california dure world war ii remov merc assembl center california granada concentr camp,negative
515,nisei male born januari lo angel california grew azusa california parent ran farm dure world war ii remov,neutral
516,nisei male born march seattl washington grew kent washington parent ran farm in move south,neutral
517,nisei femal born februari seattl washington spent prewar childhood seattl incarcer puyallup assembl center washington minidoka concentr camp idaho,negative
518,sansei male born februari lo angel california graduat ucla pacif school religion berkeley serv pastor,neutral
519,nisei femal born march portland oregon lost mother earli age help take care famili dure world,neutral
520,nisei male born decemb missoula montana spent earli part childhood montana parent ran farm move famili,negative
521,nisei male born decemb seattl washington grew seattl third grade mass remov puyallup,neutral
522,nisei femal born may auburn washington mother die young age adopt aunt famili grew,positive
523,nisei male born may moneta california grew garden grove area parent ran farm wa taken japan,neutral
524,nisei femal born februari lo angel california grew lo angel dure world war ii remov manzanar concentr camp,neutral
525,nisei femal born march obrien washington grew auburnk area washington parent ran farm,neutral
526,niseisansei male born juli venic california dure world war ii remov manzanar concentr camp california after leav camp live,positive
527,nisei male born juli san francisco california grew sacramento graduat uc berkeley dure world war ii,neutral
528,nisei male born june rosemead california grew rosemead area dure world war ii remov tular assembl center,negative
529,shinissei male born septemb hyogo japan grew japan parent farm dure world war ii exempt draft due,negative
530,nisei male born march honolulu hawaii incarcer jerom concentr camp arkansa resettl gardena california member littl tokyo,neutral
531,sansei male born novemb lo angel california dure world war ii remov santa anita assembl center california jerom,negative
532,nisei male born june lo angel california grew lo angel father ran groceri store small,negative
533,sansei male born he middl son yaeko nakano,neutral
534,nisei male born novemb honolulu hawaii grew honolulu nine year old japan bomb pearl harbor father,positive
535,sansei male born novemb tule lake concentr camp california he oldest son yaeko nakano,neutral
536,sansei femal born april honolulu hawaii grew hawaii famili ran success wholesal bakeri busi follow bomb,positive
537,sansei male born he youngest son yaeko nakano,neutral
538,sansei femal born august suooshima yamaguchi japan live year old grew tacoma,positive
539,nisei male born august bainbridg island washington part first group japanes american remov incarcer,positive
540,nisei femal born decemb bainbridg island washington after bomb pearl harbor remov famili manzanar concentr camp california,neutral
541,nisei femal born novemb salina california grew salinass japantown commun move variou town california bomb,neutral
542,kibei femal born spokan washington went japan age twelv mother sister visit rel gain,neutral
543,nisei femal born novemb florin california grew florin parent ran farm dure world war ii remov,neutral
544,nisei male born januari portland oregon grew portland parent ran hotel busi dure world war ii remov,neutral
545,nisei male born march bainbridg island washington prior world war ii parent oper barber shop farm groceri store remov,neutral
546,in interview brent seto led panel tatsuo nakata friend akemi matsumoto emili momohara joy shigaki arlen oki bill tashima,positive
547,sansei male born septemb poston concentr camp arizona after leav camp parent move work seabrook farm new,positive
548,nisei male born april lo angel california grew boyl height area lo angel dure world war ii remov,neutral
549,nisei femal born may seattl washington spent brief time japan young child return seattl work,neutral
550,sansei male born decemb oakland california grew alameda california parent florist busi immedi bomb,neutral
551,nisei femal born april hood river oregon grew portland oregon dure world war ii remov portland assembl center,negative
552,nisei femal born april richmond california grew richmond grandfath establish flower nurseri busi dure world war ii remov,neutral
553,niseisansei femal born februari mosier oregon grew mosier parent work orchard truck farm dure,neutral
554,nisei male born march lo angel california grew sever citi california father own oper sever nurseri,positive
555,nisei femal born june one four sister grew near lo angel california parent ran nurseri busi follow bomb,positive
556,nisei male born august lo angel california grew lo angel area dure world war ii remov,neutral
557,nisei femal born june watsonvil california follow bomb pearl harbor remov fresno assembl center california jerom,negative
558,nisei femal born august watsonvil california follow bomb pearl harbor remov fresno assembl center california jerom,negative
559,sansei male born april san francisco california spent first year san francisco parent farm dure world war,positive
560,nisei male born august honolulu hawaii after bomb pearl harbor volunt armi serv europ,neutral
561,nisei male born june compton california rais farm lawndal california follow bomb pearl harbor father,neutral
562,nisei male born august seattl washington grew seattl attend univers washington japan bomb pearl harbor,neutral
563,nisei male born februari seattl washington follow bomb pearl harbor remov puyallup assembl center washington minidoka,negative
564,nisei male grew pasadena california area parent work familyown nurseri after bomb pearl harbor famili move reedley,neutral
565,sansei male born august manzanar concentr camp california parent incarcer world war ii grew,neutral
566,nisei femal born februari lo angel california grew venic california father uncl ran carniv concess stand after,neutral
567,kibei femal born may seattl washington a child sent japan educ return u,neutral
568,nisei femal born juli emmett idaho grew idaho famili move eastern oregon alic still high,positive
569,nisei femal born februari seattl washington famili own oper orient garden first nurseri lake citi incarcer puyallup,positive
570,nisei femal born decemb florin california grew florin parent ran farm dure world war ii remov,neutral
571,nisei male born august lo angel california father ran fruit stand mother japanes languag school teacher dure,neutral
572,nisei femal born octob manzanar concentr camp california daughter wellknown artist henri fukuhara after leav camp famili move,neutral
573,sansei male presid florin chapter japanes american citizen leagu one author resolut recogn,neutral
574,thoma noguchi first japanes american serv chief medic examinercoron lo angel countri wellknown conduct autopsi public figur,positive
575,nisei femal born octob bellingham washington lost unit state citizenship marri issei arrang marriag befor,neutral
576,kibeinisei male born januari alameda california at age five famili return live japan attend school japan,positive
577,nisei femal born septemb lo angel california lost parent earli age rais older sibl part,positive
578,nisei male born octob southern california dure world war ii remov gila river concentr camp arizona join militari intellig,neutral
579,nisei femal born decemb winslow washington wa fire job domest follow bomb pearl harbor remov manzanar,neutral
580,nisei femal born juli seattl washington spent prewar childhood japan bellevu washington kirkland washington incarcer pinedal assembl center california,negative
581,born san diego california dure redress movement depart justic offic redress administr os establish identifi administ repar,neutral
582,nisei femal born decemb lo angel california a child remov santa anita assembl center california rohwer concentr,negative
583,nisei male born septemb watsonvil california grew watsonvil parent oper joint barbershop bathhous busi dure world war,neutral
584,nisei male born decemb burbank california grew north hollywood area lo angel california parent ran farm,neutral
585,sansei femal born may tule lake concentr camp california shortli birth parent return lo angel california area,neutral
586,nisei male born april whittier california spent childhood california remov manzanar concentr camp left manzanar sever,negative
587,shinissei femal born januari fukuoka japan live japan world war ii met husband japan marri immigr,positive
588,nisei male born februari anaheim california grew selma california parent ran restaur dure world war ii remov,neutral
589,sansei male born april manzanar california in parent sign nono socal loyalti questionnair transfer tule,neutral
590,nisei male born may san fernando california grew san fernando father ran farm dure world war ii remov,neutral
591,nisei male born septemb millwood washington father work sp railroad after seriou injuri father quit railroad move famili,neutral
592,nisei male born decemb grew sanger california dure world war ii incarcer poston concentr camp arizona serv,neutral
593,nisei femal born juli seattl washington grew fremont neighborhood seattl parent ran dri clean busi dure,positive
594,nisei male born juli ketchikan alaska grew ketchikan parent ran store dure world war ii remov,neutral
595,nisei male born januari dure world war ii serv translat militari intellig servic alasaka saipan tinian,neutral
596,nisei male born juli portland oregon grew portland father work railroad apart build,neutral
597,nisei male born decemb sacramento california grew sacramento parent oper restaur dure world war ii remov,neutral
598,nisei femal born februari san francisco california grew san francisco father promin buddhist minist dure world war,neutral
599,nisei femal born septemb tacoma washington move famili seattl age four at age six began sing take voic,neutral
600,nisei male born philadelphia pennsylvania grew philadelphia area dure world war ii volunt militari serv,neutral
601,nisei male born juli seattl washington grew seattl parent own oper groceri store follow bomb,positive
602,nisei femal born termin island california grew termin island father fisherman after bomb pearl harbor father,neutral
603,nisei femal born januari seattl washington spent childhood spokan washington father work alaska junk compani attend irv grade,negative
604,nisei male born octob seattl washington grew renton washington father oper farm dure world war ii remov,neutral
605,nisei femal born tokyo japan immigr u parent age five grew hollywood california dure world war,neutral
606,nisei male born may sacramento california grew sacramento menlo park california follow bomb pearl harbor remov,neutral
607,sansei femal grew lo angel california young child japan bomb pearl harbor dure world war ii remov,positive
608,nisei male born novemb grew bainbridg island washington prior world war ii dure war remov famili,neutral
609,elain kim dr kyle kinoshita interview arlen oki oki longtim seattl jacler heart seattl jacl board,neutral
610,nisei femal born april tokyo japan brought unit state parent age one grew,neutral
611,white male born former longtim legal director american civil liberti union southern california wa advoc civil right throughout,positive
612,nisei male born januari dure world war ii volunt nd regiment combat team eventu transfer militari intellig servic,neutral
613,nisei male born octob lo angel california dure world war ii remov manzanar concentr camp california after leav camp return,neutral
614,nisei male born septemb hanapep hawaii dure world war ii serv i compani part nd regiment combat team,neutral
615,nisei femal born octob gardena california follow bomb pearl harbor remov santa anita assembl center california,negative
616,nisei femal born gilroy california grew gilroy area parent ran farm dure world war ii remov,neutral
617,nisei male born septemb san francisco california grew san francisco attend univers california berkeley,neutral
618,white male born karuizawa japan missionari parent attend canadian school kobe japan come unit state older,positive
619,nisei femal born juli termin island california grew termin island father work ship builder dure world war,neutral
620,nisei male born march lo angel california grew lo angel father work produc buyer dure world war,neutral
621,nisei femal born may oxnard california famili resid oceansid california world war ii broke remov famili,neutral
622,nisei femal born decemb bainbridg island washington remov along famili manzanar concentr camp california move minidoka idaho,neutral
623,nisei male born octob bainbridg island washington wa attend univers washington japan bomb pearl harbor decemb,neutral
624,nisei male born septemb bainbridg island washington draft armi prior bomb pearl harbor after world,neutral
625,nisei femal grew bainbridg island washington dure world war ii remov manzanar concentr camp california eventu transfer minidoka concentr,neutral
626,nisei male born novemb bainbridg island washington after bomb pearl harbor move denver took job english,neutral
627,nisei male born march portland oregon grew gresham area dure world war ii draft armi after,neutral
628,sansei male born chicago illinoi parent famili live sacramento california prior world war ii dure war sent,positive
629,nisei male born april portland oregon grew portland area father work railroad dure world war ii,neutral
630,nisei femal born march hilo hawaii grew hilo parent japanes languag school teacher in move japan,neutral
631,nisei male born octob kapaa kauai hawaii move san jose california hawaii grew san jose japantown,neutral
632,nisei male born juli sacramento california move frequent child mother pas away dure world war ii remov,positive
633,white femal born middletown new york grew monticello new york author sever book japanes american experi includ dear,positive
634,nisei femal born juli pasadena california grew pasadena parent ran small market remov tular assembl center,negative
635,niseisansei male born juli gardena california spent childhood gardena father wholesal produc busi dure world war ii remov,negative
636,nisei femal born februari fresno california famili move seattl washington father becam minist seattl buddhist templ dure,neutral
637,nisei male born april berkeley california famili move frequent child live oakland california japan bomb pearl,positive
638,nisei male born august kainaliukona hawaii grew kona parent establish success dri good store barber shop taxi,positive
639,nisei femal born januari san francisco california spent childhood san francisco famili oper success miso factori groceri store father,positive
640,nisei femal born januari wilsonvil oregon taken japan live famili year outbreak world,positive
641,nisei male born januari honolulu hawaii grew honolulu father own success fish auction busi after bomb,positive
642,nisei male born juli seattl washington rais raymond washington incarcer tule lake concentr camp california heart mountain concentr camp,neutral
643,nisei male born march steveston british columbia canada grew steveston father fish canneri dure world war ii,neutral
644,sansei femal born may palo alto california mother nisei incarcer world war ii father,neutral
645,nisei male born april oregon grew gresham oregon parent ran farm draft armi decemb,neutral
646,nisei male born decemb tacoma washington grew primarili vashon island washington remov pinedal assembl center tule,negative
647,nisei male born april portland oregon grew montavilla oregon father ran japaneselanguag newspap dure world war ii remov,neutral
648,nisei femal born februari portland oregon grew portland parent ran hotel busi dure world war ii remov,neutral
649,nisei femal born may huancayo peru grew huancayo father ran success store after bomb pearl harbor,positive
650,white male born novemb san jose california draft militari japan bomb pearl harbor dure world war ii serv,neutral
651,nisei femal born juli portland oregon parent ran hotel dure world war ii remov famili portland assembl,neutral
652,brent seto bill tashima interview hyeeun park hyeeun park chapter presid korean american seattl jacl first,positive
653,white femal born march bishop california dure world war ii father assist project director manzanar concentr camp california,neutral
654,white femal grew california move lone pine child dure world war ii visit manzanar concentr camp california,neutral
655,nisei femal born septemb lodi california grew jersey island small island sacramento delta follow bomb,negative
656,femal first squamish nation filipino descent born august bainbridg island washington grew bainbridg island parent work,positive
657,niseisansei femal born may seattl washington an infant japan bomb pearl harbor famili sent puyallup assembl center washington,negative
658,white male former superintend death valley nation park involv establish manzanar nation histor site,neutral
659,elain kim led panel interview ruthann paul mika kuros the convers also touch upon reflect aki kuros seattl teacher peac,neutral
660,yonsei male grew philadelphia pennsylvania sever gener famili member involv japanes american commun activ establish,neutral
661,nisei femal born maui hawaii parent grew father kill action europ serv nd regiment,positive
662,issei male born april hiroshima japan mother older sibl visit japan extend period came unit,positive
663,nisei male born june stockton california dure world war ii serv militari intellig servic japan,neutral
664,nisei male born portland oregon grew oregon parent ran farm in volunt armi serv,neutral
665,nisei femal born march el centro california grew california parent farmer dure world war ii remov famili,neutral
666,nisei male born januari portland oregon grew carver ontario oregon parent ran farm remain ontario,neutral
667,nisei femal born asher washington grew vale oregon parent ran farm remain oregon world war ii,neutral
668,sansei male born decemb san francisco california nearli age four japan bomb pearl harbor remov famili tanforan assembl,neutral
669,nisei male august rais north hollywood california remov manzanar concentr camp california follow bomb pearl harbor attend high,positive
670,nisei femal born februari south park washington dure world war ii incarcer puyallup assembl center washington minidoka concentr camp,negative
671,nisei male born septemb fife washington dure world war ii incarcer puyallup assembl center washington minidoka concentr camp idaho resettl,negative
672,nisei male born februari san francisco california grew san francisco parent groceri store busi after bomb,neutral
673,nisei male born octob montebello california grew montebello father famili member ran farm after bomb,neutral
674,nisei femal born seattl washington grew seattl parent oper hotel dure world war ii remov puyallup assembl,neutral
675,nisei femal born april yakima washington grew central washington state dure world war ii remov portland assembl,neutral
676,nisei femal born januari lo angel california given adopt birth place shonien orphang lo angel,neutral
677,nisei male born januari portland oregon grew portland parent ran hotel busi dure world war ii remov,neutral
678,nisei male born april mayfield california spent prewar childhood year alviso california after bomb pearl harbor move,negative
679,sansei femal grew california attend san francisco state univers,neutral
680,sansei femal born april manzanar california parent marri camp separ soon father return famili japan,neutral
681,nisei male born april alameda california spent childhood alameda famili oper acr farm remov tanforan assembl center california,negative
682,nisei femal born april clarksburg california grew commun clarksburg courtland war dure world war ii,neutral
683,nisei male born august el mont california grew el mont remov famili world war ii,neutral
684,nisei male born februari colton california in move famili glendal arizona voluntari evacu period volunt,neutral
685,nisei male born januari san jose california grew san jose work famili extens farmhold graduat san jose,neutral
686,nisei femal born march clarksburg california grew sacramento area prewar dure world war ii remov famili,neutral
687,nisei male born may hiroshima japan immigr unit state age eleven live bainbridg island washington,positive
688,sansei male born march seattl washington grew eatonvil washington father work lumber compani dure world war ii,neutral
689,nisei male born decemb portland oregon grew troutdal oregon parent ran farm dure world war ii remov,neutral
690,,neutral
691,nisei male born june brawley california grew brawley age eleven famili decid send,neutral
692,male filipino nativ american descent born seattl washington grew chinatownintern district area seattl in becam,neutral
693,in session ana tanaka led panel kip tokuda friend janic deguchi akemi matsumoto rep sharon tomiko santo barbara lui bill tashima,neutral
694,junji sarashina born lahaina hawaii son minist buddhist templ nishihonganji teacher japanesestyl flower,neutral
695,sansei femal born decemb stockton california spent earli childhood stockton parent small farm dure world war ii famili,negative
696,nisei femal born januari imperi california grew imperi famili ran farm dure world war ii remov,neutral
697,nisei femal born may seattl washington spent prewar year seattl nihonmachi japantown incarcer child puyallup assembl center washington,negative
